xmi_id,cls_name
3717,"Base ConhullerBase ContivilerControl I ers   Register PayMode Controller"
3717,"I emf EntityManaerFactory Persistencecre...I entityClass Class<T>"
3717,"interfacePersi stenceI PaymentTpe Repository"
3717,"cinterfacePersistence IPayMode Repository"
3717,EMPTY
3717,"In M mory PaymentTpe Repositorylmpl"
3717,JPAPayModeTypeRepositorylmpl
3717,JPAPaymentTypeRepositorylmpl
3717,"Presentation PayMode U IBaeL4"
3717,"Persistence Jpa RepositoryFactory"
3717,"cinterfacePersistence RepositoryFactory"
3717,"Persistence In Me moryReposi4oryFactory"
3717,"Persistence Persistence Factory"
3723,Internauta
3723,Proveedor
3723,Administrador
3723,GrupoCategorias
3723,grupolSalud
3723,Subgrupoprofesionales
3723,SubgrupoTecnicos
3723,Subgrupolnsumos
3723,Paramedicos
3723,Enfermeras
3723,"Medi cosGenerales"
3723,Odontologos
3723,"di stri bui dordeortopedia"
3723,Laboratorios
3745,"<<Java Class>>eJoueurUNKNOWNdefault package"
3745,"Java CIss>G ChoixjypeJeuUNKNOWNdefauft package"
3745,"Java CIass’MenuCharqerPartieUNKNOWNdefault package"
3745,"<<Java Class>>MenusUNKNOWNdefault package"
3745,"<Java CIass’UNKNOWNChoixPseudoJoueursUNKNOWNdefault package"
3745,"<<Java Class>>CoupUNKNOWNdefault package"
3745,"<<Java Class>>GCaseUNKNOWNdefault package"
3745,"Java Class’G JeuUNKNOWNdefault package"
3745,"Java CIass’PartieUNKNOWNdefault package"
3745,"Java CIss>MenuPrincipalUNKNOWNdefauft package"
3745,"<Java Class>>IJtiisUNKNOWNdefault package"
3745,"Eutiiso• getNombreAleatoireintint• demandeNombreintintGmainStringfl"
3761,"<<Java Class>>AppCIientitt. tOO 154755. mouseapp"
3761,"<<Java Gass>>GAPPitt.t00154755.mouseapp"
3761,"<<Java Gass>>GAccelometerServiceitt.tOOl 54755. mouseapp"
3761,"<<Java Class>>eAboutCheckBTitt.t00154755.mouseapp"
3761,"<<Java Qass>>SendLJataThreaditt.t00154755.mouseapp"
3761,"EAboutcheck&G onCieateSundle"
3761,"jSendDatamread• runOvoid"
3761,"<<Java Class>>GWaitToConnectDialogitt.tOOl 54755. mouseapp"
3761,"dWaitToGonnectEaIog• onCieateBundle"
3761,"<<Java Class>>Cue ntCom in sThreaditt.t00154755.mouseapp"
3761,"<<Java Gass>>eCheckBTDevicesitt.t00154755.mouseapp"
3761,"<<Java Class>>ePrefsitt.t00154755.mouseapp"
3761,"<<Java Class>>MypreferenceFragmentitt.t00154755.mouseapp"
3761,"EFefs6 onCieateBundle"
3761,"EMyFieferenceFragment• onCreateBundle"
3778,hydroProcessing
3778,hydroDataSet
3778,Environment
3778,readinputfile
3778,hydroReader
3778,hydroBodySet
3784,EMPTY
3784,BaseController
3784,RegisterlncomeController
3784,IncomeRegisterUl
3784,Income
3784,"IncomeTypeRepository list List<IncomeType> getlncomeTypesO list"
3784,"CheckingAccountincome Incomeamount BigDecimal getBalanceD BigDecimal getExpensesTotalO BigDecimal getlncomesTotalO BigDecimal addIncome addExpense"
3784,"IncomeRepository I"
3789,EMPTY
3789,"<<Java Interface>>OCoHATaskcolla.kernel.api"
3789,"<<Java Interface>>o CollAGroupcolla.kernel.api"
3789,"<<Java Interface>>O CollAMessagecolla.kernel.api"
3789,"O setTaskNameStringO getTaskNameStringo setTaskFiIeO getTaskQbyteflO setClassToExecuteStringo getClassToExecuteQStringo setlylethodToExecuteStringo getMethodToExecuteQStringo addDependencyFdeO getDependenciesOMap<Stringbyte>O addArgumentFiIeO getArgu"
3789,"O qetNameStringO setNaneStringO addAdminStringO getAdminsListQList<String>O removeAdminStringO addMemberStringo removeMemberStringo getMembersQList<String>O addMemberToWaitingListStringO getWaitingListListccString>O remMemberFromWaitingListStringO ad"
3789,"Q getOperaionOEnum"
3789,"<<Java Interface>>ocolla.kernel.api"
3789,"• addiobCoIIAJob• getiobsoCoIIAJob• setSessionlDIong• getSessionloOIong• getSessionDeAndTimeOString"
3789,"<<Java Interface>>ocolla.kernel.api"
3789,"O setTicketIntegerO getTicketQIntegerO setHostportIntegerO getHostPortOIntegerO setHostlpaddressString0 getHostlPAddressOString"
3789,"<<Java Interface>>O CollAJobcolla.kernel.api"
3789,"• setjobNarneQvoid• getjobNameOStringG getjobDateAndTimeOString"
3790,EMPTY
3790,"<<Java Interface>>ocolla.kernel.api"
3790,"ccJava Class>>E GenencConsurner<S>colla.kernel.api"
3790,"<<Java Interface>>ocolla.kernel.api"
3790,"<<Java Interface>>0 CollAServercolla.kernel.api"
3790,"o addGroupStringCoIIAGroupo addHostCoIIAHosto addjobCoIIAJobo addSessionCoIIASessiono compareToCoIIAUsero getActivitiesQHashMap<StringString>o qetConnectionTotaiTimeStringO getCountryQStrinqO getEmailQStringO getGroupsQHashMap<StringCoIIAGroup>O qetH"
3790,"dGenericConsumerGenericResource<S>o runOvoidUNKNOWNdoSomeihing(S"
3790,"• compareToCoIIAHost• getSystemPropertiesOStrinçj• vaiidatelPQvoid• invaiidatelPQvoid• has VaJidIP• setNameStringo setNameUserString• setlpString• setPortint• setOnlineOvoid• setOfflineOvoid• IsOnlineObooleanO getNameOStringO getNameUserQStringO getl"
3790,"o qetPortNumberQinto getTimeoutVaJueinto getUserStringo getUsersSetSet<String>o updateHostCoIIAHosto addUserCoIIAUser• updateUserCoIIAUsero storeAIIServerDatavoido setUserPasswordString1Stringo updateGroupStringCoIIAGroup• getGroupStringo qetAllGroup"
3790,"<<Java Class>>GenericResource <S>colla.kernel.api"
3794,Login
3794,Role
3794,PersonWithRole
3794,Person
3794,"Category ass ignec"
3794,Category
3794,Level
3808,ParseException
3808,Tournament
3808,World
3808,Position
3808,Move
3808,Map
3808,Match
3808,Ant
3808,Randomizer
3808,Cell
3808,Colony
3808,AntColor
3808,Marker
3808,EMPTY
3808,Action
3808,Instruction
3808,Direction
3808,Condition
3808,Turn
3826,<<Actor>>/User
3826,<<UI>>/MenuUI
3826,<<UI>>/RegisterlncomeUl
3826,<<Extends>>/BaseUI
3826,<<Controler>>/RegisterlncomeController
3826,.<.cControIIer>>/BaseContrcller
3826,EMPTY
3826,/IncomeRepository
3826,/CheckingAccount
3826,<<extend>>iTransaction
3826,/Income
3827,"RepositoryManag erimpi"
3827,Activator
3827,EMPTY
3827,SharedApplication
3827,"S e arch En çj iii e"
3827,"Search EngineExce ptio n"
3827,"S ii are d Ru I e"
3832,"PrecioJu stoO nun eService"
3832,"Preci o.JustoOnli neServi c2Factory"
3832,"Onlin eSearch Action"
3832,"OnlineFilter I"
3832,"Onli neFiltersFactory"
3832,"OnlineFilterK eys"
3832,"Onli neFilterB yPrice"
3832,"Onli n eFilterB yProdu Ct"
3832,"0 nh neFilterB yLocation"
3834,EMPTY
3834,"<Java Class>>UNKNOWN.3 Secondaryservercolla.appl.server .secondazy"
3834,"<<Java Class>>Ci PrirnaryconnechonMonitorcolla.appl.server secondary"
3847,"Read File"
3847,ReadXML
3847,Norvig_Algorithm
3847,"Store Setting"
3847,Read_and_Solve
3847,Alghoritm
3847,Configuration
3847,Backtrackina
3847,Block
3847,EMPTY
3847,EMPTY
3847,Store
3847,Generator
3850,TaqMaiiagerCackEnd
3850,Activator
3862,checkersGanie
3862,Board
3862,Tile
3862,Piece
3993,EMPTY
3994,"Sanner 1"
4323,EMPTY
4323,EMPTY
4323,EMPTY
4323,EMPTY
4323,"<<Java aass>>G SendHighscorede.mensch.highscore"
4323,"<<Java Qass>>GetHighscore ListFrom Highs core Serverde. mensch. highscore"
4323,"<<Java Qass>>Highscorede menschhighscoce"
4323,"<<Java Class>>ReceivedHighscoreListFrom Highscore Serverde. mensch.highscore"
4326,Exception
4326,"BaseFacebook I"
4326,"FacebookApi Exception"
4326,Facebook
4330,"SDEPrivilegesSDESeIectSDEUpdateSDElnsertSDEDeIeteSDEEdiISDEDataGatewayFeatureClassesGateway TableGatewayi5VBIidIGetWorkspaceEditing WorkspaceStartEditingStartEditOperationStopEditOperatioriSIopEdItlnglsVerslonedFraineworfcPrivilege ValidatorCarEdjtCa"
4331,"FrarmeworkSeri4ceHandlernStartI WorkingComponentExeweI#daWokztdoExecute"
4332,Encrypt
4332,"FrarmeworkSeri4ceHandlernStartI WorkingComponentExeweI#daWokztdoExecute"
4332,"j#getXMLtgetElernents4entrada tagNarne  Siring)getSingleXMLElemer’itentrada tagNarne StringXMLscheduleGettcrGetScheduleFrameworkI XMLGetter IXMLWorkspaceGetterFGetSingleWorkspace43etAllWorkspacesGetSingIeConnecSonFGetPJlConnecbons"
4332,Licenselnitiahzer
4332,"Referendia S"
4332,Logger
4332,"SDEPrivilegesSDESeIectSDEUpdateSDElnsertSDEDeIeteSDEEdiISDEDataGatewayFeatureClassesGateway TableGatewayi5VBIidIGetWorkspaceEditing WorkspaceStartEditingStartEditOperationStopEditOperatioriSIopEdItlnglsVerslonedFraineworfcPrivilege ValidatorCarEdjtCa"
4340,IistSeaModel
4340,seaModel
4340,spreadPoint
4340,wavespectrum
4340,IistSpecCustom
4340,specCustom
4361,Client
4361,<intertaceSubject
4361,"RealSubject 1"
4362,PratoI9
4362,EMPTY
4362,"Ci.wrt Protatvpel"
4362,"0 oiwrettPratatypt2"
4364,<<interface>>InitiativeMsgPrcesscr
4364,<<interface>>Service
4364,Abstroct
4364,AbstractinitiativeProcessar
4364,"getAccessTokencfg MmtConfig"
4364,WeiXin1nitiativev1sgProcescr
4368,"<interface)0 AbstractFactory"
4368,Client
4368,"intertace>>0 AbstractProductA"
4368,ConcreteFactory2
4368,ConcreteFactoryl
4368,UNKNOWNProductA1
4368,ProductA2
4368,"intertace>>0 AbstractProductB"
4368,UNKNOWNProductB1
4368,ProductB2
4371,"<<Java Class>>G Flightcon .acmeair.entit"
4371,"<<Java Class>>G FlightSegmentcn1.a•r7ea r.entrt"
4371,"<<Java Class>>G Customercom.acmear.entrt"
4371,"<<Java Class>>G Bookingcom.acmear.entrt"
4371,"<<Java Class>>OAirportCodeMappingcor.acreair.entitEi"
4371,"<<Java Enumeration>>OPhoneTypecom.an1ear.entrtes"
4371,"<<Java Class>>GCustomerSessioncom.acnleair.entrtes"
4371,"<<Java Class>>G CustomerAddressi.aeair.entitie"
4371,"<<Java Enumeration>>o MemberShipStatusm.acn7ear.entt"
4379,Protocol
4379,Main
4379,MoveTurn
4379,"javautilObservable I"
4379,Move
4379,EMPTY
4379,Board
4379,"KalahbBoardgetBoard Board÷isLegaLMovemMove÷makeMovemMove÷gameOver bootisLepal..MovebBoar&mMove÷makeMovebBoardmMove÷gameOverbBoard"
4379,"Boardhotes mt seeds intBoardbBoard÷getNoOfHol.es  mtgetSeedssSidehoteintsetSeedssSidehol.e intseedsintaddSeedssSidehol..e intseedsintgetSeedsOpsSidehol.eintsetSeedsOps Side hoI.e mt seeds intaddSeedsOps Side hol.e mt seeds intgetSeedslnStoresSideiset"
4380,Protocol
4380,Main
4380,"MovelLi r n"
4385,interraceAcMsor
4385,"interfaceP oint cut .4dWs or"
4385,interfaceInterceplionAdl4sor
4385,intert’aceThrowsAdvisor
4385,intert’aceInterceplionArovndAdvisor
4385,intert’aceInterceptionln?rothctionAth4sor
4385,interfaceBeforeAdWsor
4422,BlockProcessor
4422,"UNKNOWNë Diagramsiock"
4422,DitaaBIock
4422,"PlantUmiSlo ck"
4423,"VMachi ne"
4423,Main
4423,Dispenser
4423,"Food Info"
4436,lBillinoSvstem
4436,EMPTY
4436,IBillOenerator
4436,EMPTY
4436,Clock
4436,1ItiniRiliGenerator
4436,Billinqsystern
4436,IBiliPrinter
4436,Lineltem
4436,EMPTY
4436,1ItmiBiliPrinter
4436,ICallEventManaaer
4436,EMPTY
4436,EMPTY
4436,IPeakPeriod
4436,CallEventManaqer
4436,CallEvent
4436,CaliStart
4436,CallEnd
4436,DaVtimePeakPeriod
4438,EMPTY
4438,Block
4438,Element
4445,EMPTY
4445,EMPTY
4445,EMPTY
4445,EMPTY
4450,"BTree height mt insertv  Value erasek Key findk Key lower_boundk Key"
4450,"Ite ratorMap registeri Iterator unregisteri  Iterator findb  BID pos int"
4450,"RootN ode insertk Key b BID erasek Key findk Key"
4450,"NodeCachenodes ArrayBID2int MappagerPagerfreeNodes  List getNodeb  BID getNewNodeout b BID delete Leafb BIDfixNodeb BID unfixNodeb  BID"
4450,SplitterkKeybBID
4450,"LeafCache getLeafb BID prefetchb  BID getNewLeafout b BID deleteLeafb BID"
4450,"LeafmeBIDpred BIDsucc BIDsize mt findk Key incrementinout i Iterator decrementinout i Iterator Iower_boundk Key insertv Value out s  Splitter erasek Key"
4450,"Iterator Iterator# Iteratorim IteratorMap b BID o  int"
4450,"NodemeBID size  mt findk Key h  int lower_boundk Key h  int insertv  Value h  int out s  Splitter erasek Key h int"
4488,"Department_Timestot_Manager m_deptTimeld String rn_capacity mt rn_days Stirng6 createDeptTirneConnection"
4488,"CampusmcampusID String m_campusName String m_campusAddress String addCampusO updateCampus"
4488,Department
4488,"Users Abstract C/assm_tullName Stringm_userName Stringrn_password Stringrn_phone String rn_email String rn_address String newRegistrationOvoid updateRegistration void viewRegistrationO"
4488,Appointment
4488,Timeslot
4488,Client
4488,Role
4488,"FAQS m faqsld String m_faqsOuestion String m_faqsAnswer String add Faqs updateFaqs view FaqsO viewAllFaqs searchFaqsO"
4488,"GeneralUsermgeneralUserld Stringm_dateOfBirth date m studentNumber mt m_enrolledCampus String deactivateRegistrationO searchRegisteredUser"
4488,OfficalUser
4488,Announcement
4488,"Notification m_notificationld String m_notificationMessage String createNotificationO sendNotificationString String"
4488,"Categorym_categoryld String m_categoryName String addCategory updateCategory viewCategoryO viewAIICategory"
4501,MessageServer
4501,EMPTY
4501,TCPListener
4501,interaceUstener
4501,Messenger
4501,"MessaqeClient I"
4501,URI
4501," port s"
4501,"QueuedMessageConnection I"
4501,Worker
4501,Message
4501,enumMessageType
4501,"MessaqeCaliback I"
4501,CallbackWorker
4501,"Messageoueue I"
4501,"MessageHalidler I"
4509,"<<Java Gass>>ØCluedomain"
4509,"<<Java Class>>CluedoExceptionmain"
4509,"<<Java biterface>>ousennterf ace"
4509,Ecluedoscceptioridauedo&ceptionString
4509,"o initRayersList<Flayer>• draw List<TiIe>o prorrçtGuessRayerRoorrtbooleanList<GharacterCard>ListcRoomCard>ListcWeaponCard>0 prorrctMoveRayero playerCanRefuteRayerList<Card>• alertPayerTurnRayer• alertP&int4ovesint• resolveAccusationboolean• printWnne"
4509,"<<Java umeration>>Ostatemain"
4509,"<<Java Class>>UNKNOWNDicemain"
4509,"<<Java Qass>>eWeaponboard"
4509,"•Cweapstrflg• getNameString• setRoonRoom)void• getRoon)Room"
4509,"<<Java Gass>>GGoardboard"
4509,"<<Java Gass>>TextBasedInterfaceusennterf ace"
4509,"<<Java class>>G CardTuplecards"
4509,EMPTY
4509,"EcardTup1echaractercard.RoomcardWeaponCard• getRayercharacterCard• getRoon)RoomCard• getWeaponOWeaponCard"
4509,"<<Java aass>>PIayerboard"
4509,"tRayerstringetNamec’ Strin0 setTileTile ‘aid0 setTileTile boolean \ode getTileQ Tiledsetcurrentayen Payer o idgetcurrenta’er Pa’s0 addCard Cardj ‘ aid0 hasCard’Card) booleangetCardsQ List.cCard>setDsallowedTilesçSet<Tile .0 dgetDsallowedTilesç Set<il"
4509,"<<Java aass>>GJTIIeboardtiles"
4509,"<<Java Qass>>GiCardcards"
4509,".t•flledssPassableoboolean• setXint• setYint• getXflint• getYflint• naxOccuparits ntO currentOccupants Board ntC setSecret1IebooIean DidsSecretlilebooleandeoreentOccuoants deentC.c3.s "
4509,"•Crd• setNameStringgetNameO&ring"
4509,"<<Java Class>>c3Roomboard.tiles"
4509,"Rm StrngStringaddiQeaponkVveacon o dreoevVeaponWeacon .0 dgetWeapons• addTileRoomTile aidhasTileçRaomlile coo ean) getTiles Set<1 C."
4509,"<<Java Qass>>eCharacterCardcards"
4509,"<<Java C’ass>>0 Room Ca rdcards"
4509,"<<Java C1ass>>WeaponCardcards"
4509,"EcharactercardRayer• getRayerORayer• getNameOString"
4509,"<<Java C’ass>>Im passableTileboard.tiles"
4509,"ERoomcardRoom• getNameOString"
4509,"EWeaponcarciWeapon• getNameOString• getWeaponOWeapon"
4509,"<<Java Qass>>0 intriguerileboard.tiles"
4509,"<<Java Qass>>eRoomrdeboard.tiles"
4509,"<<Java Qass>>eboard.tiles"
4509,"<<Java Gass>>G RegularTileboard.tiles"
4509,"EbTassabIerIIebooIean• isPassableOboolean• isWaIIOboolean• nxOccupantsOint"
4509,"QChtrigueTileQ isPassableObodean"
4509,EMPTY
4509,"EStartriIeQ isPassableObodeart"
4509,"ERegular’rileQ isPassableObodeart"
4509,EMPTY
4509,"<<Java Class>>CornerRoomboardtiles"
4509,"ECornerRoonString)• setSecretPassageRoomliIe• getSecretPassageTiIe"
4535,CellEditor
4535,Cell
4535,Cellimpi
4535,FormulaCompiler
4535,Formula
4535,ExpressionCompiler
4535,EMPTY
4535,Expression
4535,UNKNOWNNumberSignExpressionCompiIer
4535,ExceIExpressionCompiIer
4535,Language
4535,UpdateCeIIContent
4535,CeliReference
4535,unaryoperation
4535,NumberSignFormulaLexer
4535,UNKNOWNNumberSignFormulaParserTokenTVpes
4535,"UNKNOWN_ NumberSignFormuIaParser"
4535,EMPTY
4535,UNKNOWNLLkParser
4536,EMPTY
4536,EMPTY
4536,JMenu
4539,AnahyVM
4539,Job
4539,VirtualProcessor
4539,Jobid
4539,Daemon
4539,SchedulingOperation
4540,"d1 ndnO.C4IIflU"
4540,EMPTY
4540,J11
4540,"iidA uoJdO"
4540,")flO5A1NOHTSa IS I i snOavuTh I1Y AN 1"
4540,..5ery1.etCQnteztL15tener>>AppikationStartupListener
4540,flOtap
4540,..Http5ervl.et..RequestHandlerServiet
4540,"c5ut5.5 ss).dw6utJS.duW rc1o"
4540,"handleGetayldclan Class id Obj ect OutputType nediaTypeshandleGetAlclazzClassnediaTypeOutputTypehandleSearclclazz Class attributes Map.cString.String. mediaType OutputType) StringhandlePostOnobj ectclazr Class id Obj ect.attributes Nap.StringString.n"
4540,EMPTY
4540,"kandl.eGetayldcl.anClass.idObj ectIkancfteGetAflcl..zsCl.assth.ncfteSe.rckcl..sz Class attributesMap.cStringString>)  ListhancftePastOnObj ectctanCtassidObjectattributes Map.cStri ngString>) ObjectIhandl.erastonftesaurcectan Class attributes Map.cStr"
4540,EMPTY
4540,"I 5utjIrgo "
4540,EMPTY
4540,"UNKNOWN.cbuz.456uts>dpzoAUNKNOWN6UQI ptOVLT6"
4540,"5.u.tu w)wQwfi4."
4540,"I oat.iu fipp"
4542,ezcBase
4542,ezcBasePersistable
4542,ezcBaseMetaDataPearReader
4542,"ezcBaseln it"
4542,ezcBaseOptions
4542,ezcBaseMetaData
4542,"ezcBaseConfig u ration Initializer"
4542,ezcBaseAutoloadOptions
4542,ezcBaseStruct
4542,"ezcBaseFeatu res"
4542,ezcBaseFiIeFindContext
4542,ezcBaseRepositoryDirectory
4542,ezcBaseMetaDataTarballReader
4542,ezcBaseFile
4542,"ezcBaseExportabIeI setstateØ"
4543,FormType
4543,Model
4543,User
4543,QuestionType
4543,Reply
4543,Form
4543,Question
4543,Answer
4543,"t L1UtLIUI II) LISLLUeLIUI ‘ I"
4543,Rule
4543,Option
4546,CellEditor
4546,Function
4546,Whiledo
4546,Cell
4546,Cellimpi
4546,FormulaCompiler
4546,Formula
4546,ExpressionCompiler
4546,Literal
4546,Expression
4546,NumberSignExpressionCompiIer
4546,ExceIExpressionCompiIer
4546,"ç) Language"
4546,UpdateCellContent
4546,CeliReference
4546,"Unaryoperati on"
4546,"NumberS i g n F ci rm LII Le x er"
4546,NumberSignFormuIParseiT’knTjes
4546,NurnberSignFormuIaFaisi
4546,ASTPair
4546,LLkParser
4550,CellEditor
4550," Function"
4550,Whiledo
4550,EMPTY
4550,Eval
4550,Cell
4550,Cellimpi
4550,FormulaCompiler
4550,Formula
4550,ExpressionCompiler
4550,Literal
4550,Expression
4550,"NumberSignExpressionCom p11 er"
4550,ExceIExpressionCompiIer
4550,Language
4550,UpdateCellContent
4550,"CeliReferenc e"
4550,"Unaryoperati on"
4550,"NumberS i g n F ci rm LII Le x er"
4550,NumberSignFormuIParseiT’knTjes
4550,"Nu rn Lie rS i g n F ci rm U I a F a vs e v"
4550,EMPTY
4550,LLkParser
4554,ezcBase
4554,"ezcBase Features"
4554,ezcBaseOptions
4554,ezcBaseStructl
4554,ezcBaseRepositoryDirectory
4554,"ezcBaseConfigurationln itiaIizer"
4554,ezcBaseAutoIoadOptions
4554,ezcBaseFile
4554,ezcBaseInit
4555,ezcExecution
4555,ezcExecutionErrorHandler
4555,ezcExecutionBasicErrorHandler
4559,Controllersync
4559,DBConnectionAdapterFactory
4559,Controllerixport
4559,RunnabIe
4559,JFrame
4559,Observer
4559,UlSync
4559,ControllerExport
4559,DatabaseFacade
4559,ThreadSync
4559,Controllerimport
4559,DBConnectionAdapter
4559,HsIDBConnectAdaPtee
4559,"DerbyDBC onneclAdaPtee"
4559,MvsIDBConnectAdaPtee
4560,"Universal account"
4560,"Overdraft account"
4560,"Checking account"
4560,"Savings account"
4560,"Timed Maturity Azcount"
4566,TosfComponnt
4566,TostCase
4566,TestSuito
4567,"I TestRunMonitor I"
4567,TestRunLogger
4567,CommandWindowTestRunDisplay
4569,EMPTY
4569,EMPTY
4569,EMPTY
4571,DBConnectionAdaPterFactorY
4571,DatabaseFacade
4571,ControllerExport
4571,Controllerimport
4571,DBConnectionAdapter
4571,HsIDBConnectAdaPtee
4571,"DerbyDBC onneclAdaPtee"
4571,MvsIDBConnectAdaPtee
4572,DBConnectionAdapterFactory
4572,Controllerixport
4572,ControllerExport
4572,DatabaseFacade
4572,Controllerimport
4572,DBConnectionAdapter
4572,HsIDBConnectAdaPtee
4572,"DerbyDBC onneclAdaPtee"
4572,MvsIDBConnectAdaPtee
4575,EMPTY
4575,EMPTY
4575,EMPTY
4575,EMPTY
4575,EMPTY
4577,"<<Java Class>>O SectmnSelectControllerccn .sis.ia.puzeGanie.con1roIef"
4577,"<<Java Class>>G TiledMaplnputProcessercom.sis.iaa.puzzieGanie.conlrole"
4577,"<<Java Class>>0 MainMenu"
4577,"kJava Gass>>CMapScreencom.s.uta.puz2IeGasne.screep"
4577,"<<Java Gass>>G Sec ondPuzzlecorn .55 .uta.puzlIeGanie.screens"
4577,"<<Java Class>>PLayer"
4577,"<<Java Class>>G OptonMenuccn.sis.iaa.puzzeGanie.screers"
4577,"<<Java Gass>>G SectionSelect"
4577,"<<Java Gass>>G GidPuzzIeconc.sis.ta.puzzIeGasne.screens"
4577,"<<Java Class>>eTextPuzzlescreencon1.s.u4a.puzz1eGasne.screens"
4577,"<<Java CIass>>’.G Picture PuzzIe’.com.s.u1a.puzeGan1e.scres"
4577,"<<Java Class>>G GraphPuzzleconi .sis.iaa.puzeGanie.screens"
4577,"<<Java Cass>>G RrstSectioncom.sis.ua.puzzieGasne.screen"
4577,"<.claca Qass>>ReadXMLflIeccxp’is .u1a.puzeGame.screens"
4577,"<<Java Class>>G SpotObjectcom.s.ia.puzz1eGame.screens"
4577,"<<Java Class>>GTrianglerent d.c tan"
4577,OCReadXMLRIeOgètTextRzzlesByParseXndOList<TextPuzzle>
4577,"<<Java Class>>0 puzzle Gamecom.s.utaxizzkGanie"
4577,Class>>GTextpuzzleccn.ss.u1a.puzzeGan1écreens
4577,"<<Java Class>>G PlayerControllercorns s.tMa.puzzieGame.conlrole"
4577,"<<Java Class>>Sp1ash"
4577,"<<Java Class>>UNKNOWNPuzzlePreferencescom.s.u1a.puzz1eGanie"
4577,"<<Java Gass>>puzzleAudmcom.s .uIa.puzeGasne"
4610,SplashScreen
4610,Game
4610,EMPTY
4610,EMPTY
4610,Soul
4610,Menu
4610,Quit
4610,"Tile Map"
4610,Zone
4610,"Building Upgrade"
4610,LadderBoard
4610,Instruction
4610,Score
4618,Game
4618,GameEntiy
4618,PlayerCamera
4618,GameStte
4618,StaticObject
4618,MoveableObject
4618,CelestialBody
4618,SpaceStation
4618,Spacecraft
4618,PlayerShip
4618,HUD
4618,PlanetaryBody
4618,Asteroid
4618,EnemyShip
4618,EMPTY
4618,TargetDrone
4618,BasieFighter
4618,Freighter
4623,Fragment
4623,Choice
4623,"ActivityControl ler"
4623,Story
4623,<<interface>>JSON
4623,GSON
4623,ElasticSearchResponse
4623,Media
4623,"<<Enumeration>>Med iaType"
4623,"AnnotatA on"
4623,Application
4623,"WebServiceController I"
4623,"H its"
4623,EditFragmentActivity
4623,EditFragmentVAew
4623,StoryController
4623,StoryParser
4623,HttpObject
4623,<<Abstract>>AdventureActivity
4623,"<<interface>>AsyncTas k"
4623,"<<Enu meratA on>>HttpRequestType"
4623,FirstRunOnlyActivity
4623,HttpObjectStory
4623,StoryActivity
4623,LocaiStorageCoritroller
4623,EditStoryActivity
4623,FirstRunOnIyVAew
4623,BrowserActivity
4623,"DbH el per"
4623,StoryView
4623,EditStoryView
4623,BrowserView
4661,Media
4661,Choice
4661,Annotation
4661,"ActivityControl ler"
4661,EMPTY
4661,Story
4661,ElasticSearchResponse
4661,<<interface>>JSON
4661,CustomListViewAdapter
4661,GSON
4661,EditFragmentActivity
4661,AnnotationActivity
4661,ArinotationView
4661,"H its"
4661,WebServiceCoritroller
4661,"Application— I"
4661,EditFragmentVAew
4661,StoryParser
4661,"storyControllerO StoryControllerwebServiceControlleractivtiyController"
4661,<<Abstract>>AdventureActivity
4661,FragementParser
4661,HttpObject
4661,"<<interface>>AsyncTas k"
4661,StoryController
4661,"<<Enu meratA on>>HttpRequestType"
4661,FirstRunOnlyActivity
4661,HttpObjectStory
4661,StoryActivity
4661,EditStoryActivity
4661,HttpObjectFragement
4661,FirstRunOnIyVAew
4661,BrowserActivity
4661,StoryView
4661,EditStoryView
4661,BrowserView
4661,StoryGridAdapter
4665,"Enrol Ime nt"
4665,Student
4665,Seminar
4665,Professor
4688,"<<Java Gass>>3 SubjectActionListenergui. actionhistener"
4688,"<<Java C1ass>>3 SendMessageActionListenergui. actionhistener"
4688,"<<Java Class>>OValiduserNameActionListenerguLactionlistener"
4688,"<<Java iterface>>0 IMessageDisplayerremote"
4688,"<<Java Class>>G CreateNewSubjectActionListenergui. actionhistener"
4688,"<<Java Witerface>>OlServerSubiectremote"
4688,"• displayString"
4688,"EcreateNew SubectActionListenerDiient• actionPerforrnedActionEverit"
4688,"• joinr.’essageDisp1ayer• IeaveI1essageDisp1ayer• froadcastString• getTitleoString• getow nerOKhent"
4688,"<<Java Class>>SubjectDia loggui"
4688,"<<Java Class>>GMessageoisplayerdisplayer"
4688,"<<Java Class>>VaIidEnterKeyAdaptergui. key listener"
4688,"<<Java bterface>>oremote"
4688,"<<Java aass>>3 SubjectDialogMenuBdrgui"
4688,"• getConnectedusersP&interLabel• updateConnectedUser5F’&interint• setNarneString• getNanieQString• getServerEorumServer• getAvaiIab1eSub)ectsList<6erverSubject>• getldOint• setldint"
4688,"<<Java aass>>3 SubjectAdministratorToolBargui"
4688,"<<Java Gass>>G Clientgeneral"
4688,"<<Java biterface>>OlForum Serverremote"
4688,"<<Java Gass>>3 SubjectMenugui"
4688,"<<Java Wterface>>ointerfaces"
4688,"• joinKhent• createSubectStringD1ient• getSubectString• getAIISubectOList<tServerSubect>• getSubectsOfGhentKDhent• sayHeIIo)void• getDateODate"
4688,"• addSubectIServerSubect• addSubectsList<tServerSubect>• refreshOvoid"
4688,"<<Java Gass>>UserPanelgui"
4688,"<<Java Gass>>UNKNOWNMainWindowgui"
4708,EMPTY
4708," operation add remove getChild"
4721,ApplianceStore
4721,ApplianceEntry
4721,ImageStore
4721,ImageGroup
4721,Image
4721,ManagedNode
4721,"VMC 0 nfi g"
